Claim_ID,Food_ID,Receiver_ID,Status,Timestamp,Weekday,Hour,Month,Days_Since_Claim,Status_Code,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Days_To_Expiry,Is_Expired,Meal_Type_Code,Food_Type_Code,Name,Type,Address,City,Contact,Type_Code,City_Name_Length,Address_Length,Name_Receiver,Type_Receiver,City_Receiver,Contact_Receiver,Type_Code_Receiver,City_Name_Length_Receiver,Contact_Length
489,969,99,Completed,2025-03-10 06:44:00,Monday,6,March,156,1,Soup,50,2025-03-21,208,Restaurant,East Garyton,Non-vegetarian,Lunch,-146,True,2,0,"Miller, Johnson And Fernandez",Restaurant,"228 Kathryn Mountains Suite 986
Cortezmouth, IA 90538",East Garyton,9857900081x8718,2,12,53,Nancy Silva,Individual,Russellville,9292213591x105,1,12,14
490,891,511,Pending,2025-03-09 11:20:00,Sunday,11,March,157,2,Chicken,9,2025-03-18,539,Restaurant,Watsonton,Vegetarian,Lunch,-149,True,2,2,Smith-Thomas,Restaurant,"682 Samantha Ranch Apt. 661
East Patricia, NM 14216",Watsonton,9624444824x7142,2,9,51,Kimberly Cox,Ngo,Lake Gloria,628-904-6503,2,11,12
491,1,574,Completed,2025-03-08 07:16:00,Saturday,7,March,158,1,Bread,43,2025-03-17,110,Grocery Store,South Kellyville,Non-vegetarian,Breakfast,-150,True,0,0,Figueroa-Soto,Grocery Store,"113 Donna Pass
Port Michaelchester, NE 39187",South Kellyville,599442-0494,1,16,44,Mr. William Hunt,Shelter,Barreratown,5648546978x7462,3,11,15
492,672,214,Pending,2025-03-10 09:41:00,Monday,9,March,156,2,Bread,2,2025-03-24,555,Grocery Store,South Brenda,Vegetarian,Snacks,-143,True,3,2,"Valencia, Floyd And Jordan",Grocery Store,"755 James Greens Apt. 111
South Thomaschester, MT 65536",South Brenda,8643864484x7247,1,12,55,Corey Rodriguez,Ngo,New Roseville,+1-866-544-7425x907,2,13,19
493,74,294,Cancelled,2025-03-18 05:15:00,Tuesday,5,March,148,0,Chicken,12,2025-03-29,387,Grocery Store,West Juliabury,Non-vegetarian,Breakfast,-138,True,0,0,Barrera-Ward,Grocery Store,"55591 Eric Corners Apt. 955
Riveraburgh, NJ 52897",West Juliabury,9582420037,1,14,49,Cynthia Horton,Ngo,Jamesstad,5355765970x774,2,9,14
494,675,651,Cancelled,2025-03-18 07:39:00,Tuesday,7,March,148,0,Soup,25,2025-03-26,117,Restaurant,Amberton,Vegan,Dinner,-141,True,1,1,"Morales, Wood And Cox",Restaurant,"046 Madeline Plain Apt. 669
Smithbury, MS 53261",Amberton,4680250721x72227,2,8,47,Rebecca Mcbride,Charity,Port Timothymouth,159421-4100x43055,0,17,17
495,665,878,Completed,2025-03-17 04:48:00,Monday,4,March,149,1,Pasta,7,2025-03-18,142,Catering Service,Mitchellmouth,Vegan,Dinner,-149,True,1,1,"Myers, Kelley And Riley",Catering Service,"374 Murray Run
Port Sarahview, CA 10295",Mitchellmouth,001-912-865-5943x9580,0,13,39,Cory Johnson,Ngo,Port Robertmouth,944311-5766,2,16,11
496,599,404,Pending,2025-03-20 15:31:00,Thursday,15,March,146,2,Fruits,19,2025-03-30,232,Supermarket,Muellermouth,Vegetarian,Lunch,-137,True,2,2,"Snyder, Caldwell And Campbell",Supermarket,"652 Williams Mount
Jonesstad, WI 51744",Muellermouth,001-204-401-6159x495,3,12,38,Marissa Fischer,Shelter,New Kevin,454463-8142x8597,3,9,16
497,606,269,Completed,2025-03-06 03:51:00,Thursday,3,March,160,1,Pasta,36,2025-03-22,932,Supermarket,New Ginaborough,Vegetarian,Dinner,-145,True,1,2,"Jones, Allison And Ellison",Supermarket,"95536 Hunt Harbor Apt. 227
North Alexisbury, AR 45373",New Ginaborough,692324-3942x4267,3,15,53,Mrs. Paula Jones,Individual,Emilymouth,935377-2742x36543,1,10,17
498,946,386,Pending,2025-03-16 15:13:00,Sunday,15,March,150,2,Vegetables,29,2025-03-26,146,Supermarket,Jonathanhaven,Vegan,Breakfast,-141,True,0,1,Hampton-Lee,Supermarket,"994 Maxwell Squares Apt. 136
Browninghaven, IA 33077",Jonathanhaven,663-119-2623x961,3,13,52,Mary Hopkins,Individual,Tiffanyport,001-476-350-8465x7500,1,11,21
499,921,77,Cancelled,2025-03-04 02:43:00,Tuesday,2,March,162,0,Chicken,6,2025-03-26,59,Grocery Store,Marissaville,Vegetarian,Snacks,-141,True,3,2,"Warner, White And Morris",Grocery Store,"92097 Simmons Cape
Arthurchester, AL 44273",Marissaville,001-947-280-2490,1,12,42,Juan Spencer,Individual,North David,+1-144-242-7963x89583,1,11,21
500,532,102,Completed,2025-03-17 05:29:00,Monday,5,March,149,1,Bread,50,2025-03-20,550,Catering Service,Timothychester,Non-vegetarian,Breakfast,-147,True,0,0,"Phelps, Graham And Hayes",Catering Service,"59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,512814-0594x96653,0,14,47,Daniel Burton,Individual,North Matthewhaven,9722844190x487,1,18,14
501,202,671,Completed,2025-03-12 12:22:00,Wednesday,12,March,154,1,Dairy,17,2025-03-18,319,Restaurant,Lake Amymouth,Vegetarian,Lunch,-149,True,2,2,"Davila, Green And Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,2,13,50,Cindy Green Phd,Ngo,Sharpfurt,6744184457,2,9,10
502,84,168,Completed,2025-03-05 01:43:00,Wednesday,1,March,161,1,Rice,25,2025-03-23,967,Grocery Store,Coleburgh,Vegan,Snacks,-144,True,3,1,Miller Inc,Grocery Store,"97290 Stephanie Mountains Apt. 247
Lindseyburgh, WY 63235",Coleburgh,+1-926-386-9945x8729,1,9,57,Kayla Johnson,Shelter,East Timhaven,7865345065,3,13,10
503,717,917,Cancelled,2025-03-13 21:31:00,Thursday,21,March,153,0,Salad,40,2025-03-16,108,Supermarket,East Austin,Non-vegetarian,Breakfast,-151,True,0,0,Williams-Cox,Supermarket,"400 Ross Radial
Francomouth, MT 80264",East Austin,0821142329,3,11,37,Michael Townsend,Shelter,East Kevin,0348038502x33851,3,10,16
504,947,320,Completed,2025-03-07 03:28:00,Friday,3,March,159,1,Bread,29,2025-03-19,176,Restaurant,East John,Vegetarian,Breakfast,-148,True,0,2,Allen-Mccullough,Restaurant,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,2,9,49,Carmen Barker,Shelter,North Williamview,001-151-284-3163,3,17,16
505,919,762,Cancelled,2025-03-10 18:56:00,Monday,18,March,156,0,Soup,35,2025-03-26,52,Supermarket,Port Dianaberg,Non-vegetarian,Dinner,-141,True,1,0,Buck-Carey,Supermarket,"3155 Strickland Lakes
Nelsonview, MN 90401",Port Dianaberg,+1-163-218-3619x58525,3,14,42,Donna Chang,Ngo,East Stevenborough,9564962501,2,18,10
506,892,306,Completed,2025-03-10 05:39:00,Monday,5,March,156,1,Bread,42,2025-03-19,405,Supermarket,Kevinfort,Vegetarian,Dinner,-148,True,1,2,"Mills, Smith And Martin",Supermarket,"04051 Murray Forge Suite 530
Seanmouth, MN 69922",Kevinfort,202949-6624,3,9,48,Donna Williams,Charity,Calebview,083-313-0990x09518,0,9,18
507,217,370,Pending,2025-03-20 12:41:00,Thursday,12,March,146,2,Soup,42,2025-03-23,290,Supermarket,Bradleyport,Vegetarian,Lunch,-144,True,2,2,"Webb, Phillips And Garcia",Supermarket,"09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400,3,11,53,Tara Johns,Individual,Paulmouth,3741715991x58449,1,9,16
508,152,347,Pending,2025-03-01 04:09:00,Saturday,4,March,165,2,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-vegetarian,Dinner,-143,True,1,0,"Martin, Tyler And Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,1,16,46,Michael Keller,Individual,New Derek,000572-1246x444,1,9,15
509,134,600,Cancelled,2025-03-17 15:43:00,Monday,15,March,149,0,Rice,1,2025-03-16,39,Supermarket,Brittanyville,Vegan,Dinner,-151,True,1,1,Fernandez-Bridges,Supermarket,"77717 Amanda Plains Apt. 231
Danielberg, CA 13392",Brittanyville,001-714-175-0277x076,3,13,49,Bruce Alexander,Individual,New Tammyhaven,3765012938,1,14,10
510,90,419,Pending,2025-03-12 09:35:00,Wednesday,9,March,154,2,Bread,29,2025-03-23,477,Supermarket,East Jacobchester,Vegan,Breakfast,-144,True,0,1,Alvarado Llc,Supermarket,"48690 Boyle Plaza Suite 271
North Briantown, AK 84478",East Jacobchester,5915828492,3,17,53,Teresa Jackson,Shelter,Port Thomasstad,001-620-115-6715x07034,3,15,22
511,199,446,Cancelled,2025-03-01 18:00:00,Saturday,18,March,165,0,Vegetables,16,2025-03-17,244,Supermarket,Toddberg,Vegan,Breakfast,-150,True,0,1,Chan-Elliott,Supermarket,"16644 Kelli Spur
Gregoryville, SC 80630",Toddberg,021-322-3933x46620,3,8,39,Eric Mays,Ngo,Port Deborahbury,555-698-7496x465,2,16,16
512,798,821,Cancelled,2025-03-15 19:57:00,Saturday,19,March,151,0,Fish,3,2025-03-30,413,Catering Service,North Mike,Vegetarian,Lunch,-137,True,2,2,"Davis, Bowen And Miller",Catering Service,"418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,0,10,49,Jeffrey Wilson,Charity,Davisport,001-245-390-7219x847,0,9,20
513,73,283,Cancelled,2025-03-05 20:17:00,Wednesday,20,March,161,0,Soup,48,2025-03-19,485,Restaurant,East Andrea,Vegan,Breakfast,-148,True,0,1,Baker-Mcdonald,Restaurant,"290 Bowen Loaf Apt. 261
Gordonshire, ME 35368",East Andrea,9335036294x194,2,11,45,Edward Cook,Charity,Isaiahtown,990-534-5202x158,0,10,16
514,521,274,Cancelled,2025-03-21 00:05:00,Friday,0,March,145,0,Vegetables,23,2025-03-17,792,Catering Service,Mortonfort,Vegan,Snacks,-150,True,3,1,Rogers-Maldonado,Catering Service,"9659 Reed Ridge
Waltersshire, MO 80569",Mortonfort,343-728-0009x45256,0,10,38,Robin Ross,Individual,East Williamborough,780754-0093,1,19,11
515,930,45,Completed,2025-03-19 02:18:00,Wednesday,2,March,147,1,Chicken,33,2025-03-18,983,Grocery Store,Herbertbury,Vegan,Lunch,-149,True,2,1,"Munoz, Stone And Wallace",Grocery Store,"739 Adams Alley
Vangborough, IN 50041",Herbertbury,041135-3095x826,1,11,37,Derek Potter,Charity,South Laurachester,497-372-7517x026,0,18,16
516,302,806,Completed,2025-03-08 09:58:00,Saturday,9,March,158,1,Bread,31,2025-03-23,760,Supermarket,Yatesside,Vegan,Snacks,-144,True,3,1,Frederick Llc,Supermarket,"6559 Matthew Turnpike
Johnsonchester, AK 98520",Yatesside,7848600232x137,3,9,46,James Miller,Ngo,Lisabury,+1-499-819-6868x6637,2,8,20
517,806,872,Completed,2025-03-19 13:38:00,Wednesday,13,March,147,1,Soup,12,2025-03-27,388,Supermarket,Manuelhaven,Vegetarian,Dinner,-140,True,1,2,Rivera Ltd,Supermarket,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987,3,11,49,Lori Peters,Individual,Annaborough,2706526057x691,1,11,14
518,282,127,Pending,2025-03-07 20:37:00,Friday,20,March,159,2,Fruits,27,2025-03-25,640,Grocery Store,West Tinamouth,Non-vegetarian,Lunch,-142,True,2,0,"Cook, Jackson And Griffith",Grocery Store,"45823 Wright Point Apt. 175
Morrowbury, SC 14712",West Tinamouth,4961700536x12668,1,14,48,Hayden Hill,Ngo,North Roger,1431125754,2,11,10
519,406,960,Pending,2025-03-06 21:16:00,Thursday,21,March,160,2,Salad,28,2025-03-22,222,Catering Service,Stephanieberg,Vegetarian,Snacks,-145,True,3,2,"Tran, Douglas And Harvey",Catering Service,"5607 Ernest Summit
South Petertown, MS 89142",Stephanieberg,015911-4687x4992,0,13,44,Jason Hughes,Shelter,Myerstown,851-627-0395x00955,3,9,18
520,624,396,Completed,2025-03-03 09:53:00,Monday,9,March,163,1,Fish,10,2025-03-16,475,Catering Service,Bentonfurt,Non-vegetarian,Breakfast,-151,True,0,0,Henderson Group,Catering Service,"655 Mallory Fork
North Mary, WY 23835",Bentonfurt,854-929-8365,0,10,37,Allison Martinez,Ngo,New Amy,945511-1142x655,2,7,15
521,295,327,Cancelled,2025-03-16 06:19:00,Sunday,6,March,150,0,Soup,39,2025-03-17,344,Catering Service,North Nicholas,Non-vegetarian,Dinner,-150,True,1,0,"Mcmillan, Gallegos And Perry",Catering Service,"4963 Decker Loop Apt. 710
West Karen, MO 17141",North Nicholas,247-797-3341x5155,0,14,46,Aaron Keller,Shelter,Melissaview,7995680302,3,11,10
522,271,372,Pending,2025-03-17 21:36:00,Monday,21,March,149,2,Rice,22,2025-03-17,254,Restaurant,Reidland,Vegan,Breakfast,-150,True,0,1,Huber Group,Restaurant,"36361 Roger Trail Apt. 099
Ashleybury, MD 98039",Reidland,001-841-494-8011x4394,2,8,47,Harold Bowen,Charity,South Barbaraburgh,7326921653x04238,0,18,16
523,744,676,Completed,2025-03-13 11:09:00,Thursday,11,March,153,1,Fish,13,2025-03-17,456,Grocery Store,North Katelyn,Non-vegetarian,Snacks,-150,True,3,0,Simmons Plc,Grocery Store,"7157 Denise Estate Suite 437
Paulland, AR 99422",North Katelyn,272507-6150,1,13,47,John Williams,Charity,Brooksborough,057537-1761x52273,0,13,17
524,448,180,Completed,2025-03-15 04:57:00,Saturday,4,March,151,1,Vegetables,25,2025-03-23,221,Supermarket,Walterborough,Vegan,Snacks,-144,True,3,1,Richardson Group,Supermarket,"48378 Morris Pines Apt. 216
Port Williamville, MD 62944",Walterborough,924099-7995,3,13,55,Michelle Cook,Shelter,Peterhaven,412902-4858,3,10,11
525,22,438,Completed,2025-03-15 04:20:00,Saturday,4,March,151,1,Chicken,46,2025-03-21,892,Grocery Store,Russellfurt,Vegan,Snacks,-146,True,3,1,Flores-Wade,Grocery Store,"43443 Campbell Highway
Ricetown, MA 95006",Russellfurt,525-492-4716,1,11,41,Jane Davis,Individual,Lake Joshuaville,001-480-554-8487x778,1,16,20
526,697,401,Pending,2025-03-17 18:51:00,Monday,18,March,149,2,Chicken,42,2025-03-21,817,Restaurant,Walterton,Vegan,Breakfast,-146,True,0,1,Mullins Ltd,Restaurant,"762 Young Locks Apt. 246
Brownhaven, WV 44739",Walterton,+1-104-312-3559,2,9,45,Leslie Acevedo,Charity,Lake Matthew,028737-3556x89803,0,12,17
527,340,572,Pending,2025-03-19 19:35:00,Wednesday,19,March,147,2,Fruits,3,2025-03-24,634,Supermarket,Colemanton,Vegetarian,Dinner,-143,True,1,2,Morgan-Blackwell,Supermarket,"5801 Duncan Shoals
West Rachel, TX 93833",Colemanton,254215-9233,3,10,40,Diana Blair,Shelter,Murrayside,001-632-774-3398x50003,3,10,22
528,819,1,Completed,2025-03-20 13:45:00,Thursday,13,March,146,1,Bread,35,2025-03-28,304,Catering Service,Port Marcland,Non-vegetarian,Breakfast,-139,True,0,0,Douglas-Colon,Catering Service,"30465 Latoya Haven
Hartville, NC 48753",Port Marcland,4390202351,0,13,38,Donald Gomez,Shelter,Port Carlburgh,955922-5295,3,14,11
529,515,399,Completed,2025-03-07 10:51:00,Friday,10,March,159,1,Dairy,10,2025-03-27,725,Grocery Store,New Evanport,Vegan,Lunch,-140,True,2,1,"Nguyen, Chan And Brown",Grocery Store,"6755 Lindsay Port
Allenland, LA 52111",New Evanport,747-692-4848x020,1,12,37,Jennifer Hughes,Charity,West Donnaton,001-147-430-1204x8556,0,13,21
530,59,543,Completed,2025-03-07 03:12:00,Friday,3,March,159,1,Vegetables,38,2025-03-22,251,Restaurant,East Terrancemouth,Vegan,Snacks,-145,True,3,1,Carter-Jones,Restaurant,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796,2,18,52,Brenda Green,Charity,Jacobmouth,001-344-515-4579x388,0,10,20
531,592,894,Pending,2025-03-10 15:27:00,Monday,15,March,156,2,Rice,13,2025-03-23,341,Grocery Store,Lake Ryanbury,Vegan,Lunch,-144,True,2,1,Jenkins-Carrillo,Grocery Store,"656 Denise Spurs Suite 112
Joshuaborough, NY 66307",Lake Ryanbury,0253326781x596,1,13,50,Tammy Fletcher,Charity,New Adrian,219-550-2711,0,10,12
532,486,14,Cancelled,2025-03-08 02:33:00,Saturday,2,March,158,0,Chicken,9,2025-03-25,550,Catering Service,Timothychester,Vegan,Snacks,-142,True,3,1,"Phelps, Graham And Hayes",Catering Service,"59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,512814-0594x96653,0,14,47,Brian Fischer,Shelter,Burkeside,947-041-3246x326,3,9,16
533,275,410,Pending,2025-03-13 05:38:00,Thursday,5,March,153,2,Fish,35,2025-03-24,657,Supermarket,Davidland,Non-vegetarian,Breakfast,-143,True,0,0,Carpenter-Wright,Supermarket,"2253 Paul Circles
Taylorland, CA 85679",Davidland,001-482-381-7341x4903,3,9,38,Betty Reid,Charity,North Abigail,001-526-626-7117x20926,0,13,22
534,50,287,Cancelled,2025-03-10 15:47:00,Monday,15,March,156,0,Salad,28,2025-03-23,514,Supermarket,Maxwellburgh,Vegetarian,Dinner,-144,True,1,2,Roy-Hancock,Supermarket,"203 Dawn Ridge
Loganshire, SC 01665",Maxwellburgh,186046-9157,3,12,35,Jennifer Johnson,Charity,Burnettton,7970971389,0,10,10
535,663,329,Completed,2025-03-21 05:22:00,Friday,5,March,145,1,Dairy,42,2025-03-24,315,Restaurant,Lake Andrewmouth,Vegan,Snacks,-143,True,3,1,Nelson Llc,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,2,16,38,Christine Patterson,Individual,Edwardfort,001-270-907-0981x5520,1,10,21
536,115,162,Cancelled,2025-03-12 14:24:00,Wednesday,14,March,154,0,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,-141,True,2,1,Johnson Plc,Supermarket,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,764089-8990x152,3,12,43,Douglas Baxter,Individual,Amandaville,+1-139-598-2308x18363,1,11,21
537,39,259,Cancelled,2025-03-20 08:41:00,Thursday,8,March,146,0,Bread,48,2025-03-22,758,Catering Service,Port Patrick,Non-vegetarian,Breakfast,-145,True,0,0,Todd Group,Catering Service,"Unit 6259 Box 3832
DPO AE 28167",Port Patrick,2367228623,0,12,31,Aimee Stone,Ngo,Barnesport,104-394-7041x83013,2,10,18
538,220,225,Cancelled,2025-03-05 04:18:00,Wednesday,4,March,161,0,Pasta,18,2025-03-24,976,Restaurant,Davisview,Vegan,Snacks,-143,True,3,1,"Robinson, Rodriguez And Reilly",Restaurant,"53064 Danny Centers Apt. 116
New Nicole, WY 40193",Davisview,3175223773x348,2,9,49,Joseph Bowman,Ngo,West Jessica,001-363-434-2847x24463,2,12,22
539,64,119,Cancelled,2025-03-08 09:41:00,Saturday,9,March,158,0,Soup,41,2025-03-26,678,Grocery Store,Lake Travis,Non-vegetarian,Dinner,-141,True,1,0,Ruiz-Oneal,Grocery Store,"934 Kelsey Shoals
Tiffanyburgh, IL 56636",Lake Travis,569363-0118,1,11,40,Jasmine Robertson,Individual,Deanview,001-388-078-6769x4237,1,8,21
540,444,608,Cancelled,2025-03-10 04:11:00,Monday,4,March,156,0,Dairy,27,2025-03-27,117,Restaurant,Amberton,Non-vegetarian,Lunch,-140,True,2,0,"Morales, Wood And Cox",Restaurant,"046 Madeline Plain Apt. 669
Smithbury, MS 53261",Amberton,4680250721x72227,2,8,47,Oscar Bauer,Charity,South Nicoleberg,001-874-507-6783,0,16,16
541,261,705,Completed,2025-03-11 12:29:00,Tuesday,12,March,155,1,Pasta,15,2025-03-21,112,Restaurant,East Courtneymouth,Non-vegetarian,Lunch,-146,True,2,0,"Webb, Graves And Harrison",Restaurant,"3538 Fields Vista Suite 058
West Sonya, IN 53745",East Courtneymouth,9357149134x34359,2,18,48,Christopher Sellers,Charity,East Nathanstad,570957-6832,0,15,11
542,560,442,Completed,2025-03-13 22:53:00,Thursday,22,March,153,1,Fruits,41,2025-03-18,850,Grocery Store,North Stevenbury,Non-vegetarian,Snacks,-149,True,3,0,"Cooper, Osborn And Clark",Grocery Store,"8962 Robinson Greens Suite 631
Pricechester, LA 52710",North Stevenbury,001-548-930-4392x6738,1,16,53,Natasha Harper,Ngo,Port Sara,474763-3272x81635,2,9,17
543,657,748,Completed,2025-03-12 16:38:00,Wednesday,16,March,154,1,Rice,14,2025-03-28,239,Grocery Store,South Bradleyburgh,Vegan,Lunch,-139,True,2,1,"Simpson, Thomas And Smith",Grocery Store,"204 Charles Viaduct
Perezfurt, WV 57676",South Bradleyburgh,001-117-114-7043,1,18,39,Bridget Williams,Charity,South Williamview,001-079-347-2416x344,0,17,20
544,187,568,Cancelled,2025-03-18 02:56:00,Tuesday,2,March,148,0,Dairy,38,2025-03-21,910,Restaurant,Leeburgh,Non-vegetarian,Snacks,-146,True,3,0,Lee Plc,Restaurant,"886 Mark Plain Suite 687
Lake Nicholashaven, MN 43931",Leeburgh,3465177901x471,2,8,53,Melissa Mclaughlin,Charity,Roberttown,671-908-7777x08364,0,10,18
545,463,292,Completed,2025-03-09 06:07:00,Sunday,6,March,157,1,Soup,36,2025-03-17,384,Grocery Store,Jamesfurt,Vegan,Lunch,-150,True,2,1,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,1,9,37,Mrs. Emily Smith Dvm,Ngo,Shermantown,348542-4932x868,2,11,15
546,962,571,Completed,2025-03-07 17:55:00,Friday,17,March,159,1,Soup,13,2025-03-28,62,Grocery Store,Marymouth,Vegetarian,Breakfast,-139,True,0,2,"Mitchell, Campbell And Jones",Grocery Store,"760 Hall Dam
Jenniferstad, MI 28752",Marymouth,001-356-024-1560x512,1,9,35,Lydia Phillips,Shelter,North Hollyland,704162-2429,3,15,11
547,509,886,Cancelled,2025-03-06 13:30:00,Thursday,13,March,160,0,Dairy,18,2025-03-17,980,Restaurant,Port Melissa,Non-vegetarian,Snacks,-150,True,3,0,Baker Group,Restaurant,"82725 Walker Parkway
Karimouth, VA 07630",Port Melissa,8088381022x168,2,12,40,Amber Cruz,Shelter,Allenborough,+1-077-073-1734x206,3,12,19
548,520,821,Completed,2025-03-14 21:01:00,Friday,21,March,152,1,Fish,23,2025-03-25,559,Catering Service,New Baileyfort,Non-vegetarian,Breakfast,-142,True,0,0,"Young, Moran And Morris",Catering Service,"0953 Davis Well Apt. 329
West Maurice, NC 31745",New Baileyfort,+1-750-812-7169x04781,0,14,47,Jeffrey Wilson,Charity,Davisport,001-245-390-7219x847,0,9,20
549,954,703,Cancelled,2025-03-10 20:52:00,Monday,20,March,156,0,Rice,36,2025-03-25,780,Catering Service,North Caitlin,Vegan,Lunch,-142,True,2,1,Lee Llc,Catering Service,"056 Valentine Village Suite 407
Bryantmouth, RI 56149",North Caitlin,125745-1987x650,0,13,53,Mr. Jonathan Williams,Individual,Bruceburgh,606010-6061,1,10,11
550,115,882,Pending,2025-03-15 02:55:00,Saturday,2,March,151,2,Pasta,8,2025-03-26,963,Supermarket,East Bernard,Vegan,Lunch,-141,True,2,1,Johnson Plc,Supermarket,"38009 Oconnor Prairie
Janicemouth, MS 31632",East Bernard,764089-8990x152,3,12,43,Steven Shaffer,Shelter,Rodneyport,799793-9460,3,10,11
551,837,742,Cancelled,2025-03-13 08:32:00,Thursday,8,March,153,0,Soup,50,2025-03-24,642,Catering Service,Lesterstad,Vegan,Snacks,-143,True,3,1,Woodward-Jensen,Catering Service,"USCGC Ewing
FPO AP 42279",Lesterstad,432-670-6542x60306,0,10,24,Matthew Webb,Charity,West David,001-998-341-9445x0465,0,10,21
552,463,949,Pending,2025-03-03 08:58:00,Monday,8,March,163,2,Soup,36,2025-03-17,384,Grocery Store,Jamesfurt,Vegan,Lunch,-150,True,2,1,Rogers-Warren,Grocery Store,"408 Katelyn Bridge
Dayshire, LA 95554",Jamesfurt,001-439-195-6960,1,9,37,Allison Pennington,Individual,North Lydiaberg,+1-586-713-6798,1,15,15
553,215,503,Pending,2025-03-04 15:39:00,Tuesday,15,March,162,2,Bread,50,2025-03-30,315,Restaurant,Lake Andrewmouth,Vegetarian,Snacks,-137,True,3,2,Nelson Llc,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,2,16,38,Eileen Scott,Charity,Lewismouth,834331-4178x57771,0,10,17
554,52,126,Completed,2025-03-04 07:19:00,Tuesday,7,March,162,1,Vegetables,23,2025-03-29,460,Grocery Store,Lake Justin,Non-vegetarian,Snacks,-138,True,3,0,"Gutierrez, Anthony And Shannon",Grocery Store,"6787 Jamie Fords Suite 103
Wademouth, IL 18159",Lake Justin,2924416283,1,11,46,Heather Brown,Ngo,North Lori,836116-1365x8718,2,10,16
555,253,946,Pending,2025-03-01 07:51:00,Saturday,7,March,165,2,Rice,20,2025-03-19,231,Supermarket,North Tom,Vegan,Snacks,-148,True,3,1,Jackson-Robinson,Supermarket,"2416 Gray Route Apt. 246
Boydland, AL 93137",North Tom,001-341-741-8533,3,9,43,Taylor Mann,Charity,North Lawrence,001-766-748-2534x468,0,14,20
556,479,460,Completed,2025-03-07 18:19:00,Friday,18,March,159,1,Salad,2,2025-03-18,786,Restaurant,Basstown,Vegetarian,Breakfast,-149,True,0,2,Simmons-Davis,Restaurant,"788 Tiffany Spur Apt. 373
Port Matthew, NY 44804",Basstown,5326684291x87339,2,8,48,Karen Stafford,Shelter,West Justinberg,040774-3704,3,15,11
557,324,31,Cancelled,2025-03-06 07:22:00,Thursday,7,March,160,0,Soup,39,2025-03-24,346,Grocery Store,Thomasville,Vegetarian,Snacks,-143,True,3,2,"Phillips, Wolfe And Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,1,11,31,Rose Powell,Ngo,Spencermouth,247-152-7297x648,2,12,16
558,435,33,Completed,2025-03-07 07:04:00,Friday,7,March,159,1,Chicken,26,2025-03-30,373,Grocery Store,Aprilberg,Non-vegetarian,Lunch,-137,True,2,0,Avila Group,Grocery Store,"099 Rodriguez Creek
Ronaldport, RI 02598",Aprilberg,001-835-594-3012x252,1,9,40,Anita Kerr,Ngo,Walshfort,568992-9509,2,9,11
559,714,935,Cancelled,2025-03-09 01:55:00,Sunday,1,March,157,0,Pasta,5,2025-03-25,928,Catering Service,Zimmermanton,Vegetarian,Lunch,-142,True,2,2,Larson And Sons,Catering Service,"5591 Kathleen Route Apt. 687
South Paul, NC 69885",Zimmermanton,1528364864,0,12,49,John Harris,Ngo,Riverafort,+1-827-545-0294x5697,2,10,20
560,731,215,Cancelled,2025-03-11 06:42:00,Tuesday,6,March,155,0,Fruits,42,2025-03-30,324,Grocery Store,East Elizabeth,Vegetarian,Snacks,-137,True,3,2,Roberts Group,Grocery Store,"160 Sheri Course
Mossfurt, MO 13285",East Elizabeth,043-467-7558x957,1,14,35,Mr. Matthew Johnson Dds,Charity,Port Stephen,1733110659,0,12,10
561,269,859,Completed,2025-03-07 17:52:00,Friday,17,March,159,1,Soup,36,2025-03-28,595,Grocery Store,Port Matthew,Non-vegetarian,Snacks,-139,True,3,0,Knox And Sons,Grocery Store,"PSC 6513, Box 7743
APO AP 22827",Port Matthew,9672178511x139,1,12,31,Dana Williams,Charity,Cookstad,5259995693,0,8,10
