Receiver_ID,Name,Type,City,Contact,Type_Code,City_Name_Length,Contact_Length
766,John Reynolds,Shelter,Grahambury,001-062-085-9402x6875,3,10,21
767,Jordan Hart,Shelter,East Julietown,+1-161-753-6365x946,3,14,19
768,Mary Wilson,Charity,Lake Kimberlyton,484-336-3858x53588,0,16,18
769,John Warner,Shelter,Cookhaven,+1-003-320-5395,3,9,15
770,Jacob Gibbs,Charity,New Jesus,806265-1675,0,9,11
771,Emily Gallagher,Individual,Wagnerburgh,4916631678,1,11,10
772,Cassandra Yoder,Charity,Danielfurt,+1-928-766-0621x673,0,10,19
773,Hunter Richards,Ngo,West Victoriaberg,001-581-778-1214,2,17,16
774,Tracy Bass,Ngo,South Jessicaburgh,461-258-4749x956,2,18,16
775,Thomas Nelson,Charity,Donnamouth,+1-227-601-8962x271,0,10,19
776,James Thompson,Shelter,Ronaldmouth,121732-7913x396,3,11,15
777,Julie Dickerson,Shelter,Diazbury,3831382733x067,3,8,14
778,Kristie Townsend,Shelter,Melissaberg,167438-9582x45761,3,11,17
779,James Turner,Ngo,North Mallorystad,+1-700-709-7978x681,2,17,19
780,Jacqueline Johnson,Shelter,Jeffreyland,+1-208-657-1423x44884,3,11,21
781,Jason Taylor,Ngo,Reginaburgh,150-638-0354x9178,2,11,17
782,Timothy Burns,Charity,East Janetstad,262555-7560,0,14,11
783,Monica Phillips,Charity,New Phillipfurt,188-588-9838,0,15,12
784,Jill Harris,Shelter,Josephfurt,039-813-7188x11427,3,10,18
785,Melissa Lee,Charity,Brownport,833194-0479x719,0,9,15
786,Robert Kim,Shelter,Port Gabrielleborough,513-156-7998x53487,3,21,18
787,Rachel Rios,Ngo,Sarahaven,319-104-8885,2,9,12
788,Beth Phillips,Ngo,Zacharyview,293383-2279x8386,2,11,16
789,Laura Robertson,Ngo,Hansonfurt,616-851-6533x67759,2,10,18
790,Stephanie Smith,Charity,West Carrieport,001-028-411-5954x38730,0,15,22
791,David Kennedy,Charity,Port Caleb,001-061-612-9715x40982,0,10,22
792,Tamara Frey,Shelter,Deanfort,976168-5693x615,3,8,15
793,Renee Anderson,Charity,Princehaven,0401324956,0,11,10
794,Lee Nunez,Individual,Andersonfort,4688571870x688,1,12,14
795,Caitlin Cobb,Charity,North Andresport,+1-968-871-4930,0,16,15
796,Lisa Carroll,Ngo,South Jamesfort,+1-223-842-8919x643,2,15,19
797,Robert Becker,Charity,Danielland,0607560612,0,10,10
798,James Estrada,Individual,Westport,001-020-450-8542x5607,1,8,21
799,Adam Moore,Charity,East Josephview,+1-119-080-3260x81212,0,15,21
800,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,1,9,19
801,Samantha Simpson,Shelter,West Meganmouth,001-030-832-3866x065,3,15,20
802,Lisa Cruz,Charity,Stevenmouth,372091-7748x36631,0,11,17
803,Joseph Stafford,Shelter,Lake Lindseystad,8127825617,3,16,10
804,Elizabeth Cochran,Ngo,Theresabury,7711350025,2,11,10
805,Sharon Martin,Individual,South Michelleport,8858892008x8858,1,18,15
806,James Miller,Ngo,Lisabury,+1-499-819-6868x6637,2,8,20
807,Taylor Miller,Ngo,Josephside,+1-022-270-5486x316,2,10,19
808,Pamela Finley,Individual,Harrisfurt,001-160-542-5380x55508,1,10,22
809,Karen Cain,Individual,East Daisybury,506-960-4185x0865,1,14,17
810,Cody Meyer,Ngo,Westshire,4151472095x47370,2,9,16
811,Scott Schroeder,Shelter,Markfurt,001-229-042-2531x276,3,8,20
812,Sabrina Klein Md,Individual,Shawhaven,0716154555x80217,1,9,16
813,Amber Hale,Individual,Comptonside,001-750-235-2728,1,11,16
814,Michael Petersen,Ngo,Maryside,+1-454-301-1932x97038,2,8,21
815,James Miller,Ngo,North Dawn,001-359-139-7284x11773,2,10,22
816,Jeremiah Hampton,Charity,South Sheryl,837048-4121,0,12,11
817,Victoria Torres,Charity,Martinchester,+1-624-780-9445x7755,0,13,20
818,Danielle Hayes,Ngo,Andreaberg,1310927379,2,10,10
819,Christina Lambert,Shelter,Delgadofort,6375169143x5014,3,11,15
820,Patrick Velasquez,Individual,West Jacob,606-166-7246x746,1,10,16
821,Jeffrey Wilson,Charity,Davisport,001-245-390-7219x847,0,9,20
822,Aaron Malone,Shelter,East Mark,+1-803-136-6978x6095,3,9,20
823,James Rose,Shelter,East Amandaberg,658-204-7743,3,15,12
824,Madison Myers,Shelter,Cruzland,123500-8333x8386,3,8,16
825,Charles Morris,Charity,New Olivia,006107-4825x44414,0,10,17
826,Mr. Steven Reeves Md,Individual,West Jacquelinefort,+1-263-739-4608x1451,1,19,20
827,John Simmons,Ngo,North Tanner,797-388-6145x650,2,12,16
828,Jason Mcpherson,Shelter,Michaelside,4036934197x409,3,11,14
829,Mr. Brian Fox,Charity,Scottbury,301316-4760x229,0,9,15
830,Jeffrey Cooper,Shelter,Lake Christian,001-877-245-5095,3,14,16
831,Samantha Ellison,Individual,New Kimberly,5224377292x9078,1,12,15
832,Kylie Young,Shelter,Ginaview,9131186244,3,8,10
833,Kelly Pierce,Shelter,West Josephland,3704671150x479,3,15,14
834,Renee Flynn,Individual,South Mark,0935018423,1,10,10
835,Jennifer Wright,Shelter,Lauratown,257556-3261x76228,3,9,17
836,Scott Craig,Shelter,South Lisa,1183826136,3,10,10
837,Michelle Reed,Shelter,West John,1072168815,3,9,10
838,Jessica Stephens,Charity,West Michaelton,358-977-8320,0,15,12
839,Michael Cox,Ngo,North Kelly,001-953-739-5146x845,2,11,20
840,Mary Anderson,Shelter,South Mirandamouth,+1-148-126-0133x15456,3,18,21
841,Brian Reed,Ngo,Amandaburgh,6405649498x1956,2,11,15
842,Robert Stewart,Shelter,New Laura,873-501-6244x4712,3,9,17
843,Glenn Anthony,Charity,Halltown,502-960-7549,0,8,12
844,Andrew Gray,Individual,Lake Dustin,448005-7192x2140,1,11,16
845,Adam Horton,Ngo,Ramosberg,364-423-0076x300,2,9,16
846,Charles Aguilar,Ngo,Johnsonchester,+1-148-261-9107x10033,2,14,21
847,Wesley Myers,Shelter,Meganburgh,285991-7532x0243,3,10,16
848,Terrence Wagner,Individual,Taraside,001-832-246-7583,1,8,16
849,Kyle Johnson,Shelter,Ellisshire,001-887-766-6073,3,10,16
850,Kristopher Mendoza,Individual,Bradfurt,678116-6339x54475,1,8,17
851,Christina Brown,Ngo,Wyattton,983034-7865,2,8,11
852,Jo Martinez,Charity,Port Williamtown,+1-264-342-6012x6505,0,16,20
853,Tanya Lowe,Charity,Crawfordchester,677596-9794,0,15,11
854,Christopher Diaz,Individual,Lorifurt,001-442-106-2480x735,1,8,20
855,Robert Abbott,Ngo,Collierburgh,+1-114-532-8181x037,2,12,19
856,Amanda Brown,Individual,New Larryshire,1763305060,1,14,10
857,Jennifer Taylor,Individual,Lake Kaylamouth,001-024-241-1359,1,15,16
858,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285,1,19,22
859,Dana Williams,Charity,Cookstad,5259995693,0,8,10
860,James Knight,Charity,Kirkfort,+1-001-504-4343x556,0,8,19
861,Ashley Clark,Ngo,Poolebury,5186226804x900,2,9,14
862,Justin Martinez,Individual,New Erikamouth,697-357-7122x04253,1,14,18
863,Jessica Camacho,Individual,Billyland,190674-9988x688,1,9,15
864,Justin Anderson,Ngo,South Craigborough,+1-967-629-8865x504,2,18,19
865,Katherine Houston,Individual,Lake Joshuabury,935420-0196x9064,1,15,16
866,Jose Cooper,Shelter,Pooleside,083601-2157,3,9,11
867,Tara Williams,Individual,New Dakotahaven,7246108348,1,15,10
868,Kayla Erickson,Shelter,West Lindseyside,2137526967x0263,3,16,15
869,David Mendoza,Charity,North Shawnastad,001-517-864-9061x969,0,16,20
870,Joshua Mendoza,Charity,North Amy,842876-7043x953,0,9,15
871,Veronica Adams,Individual,Natalieside,3857123680,1,11,10
872,Lori Peters,Individual,Annaborough,2706526057x691,1,11,14
873,Darius Reid,Charity,Port Philipmouth,306939-5162,0,16,11
874,Danny Brown,Individual,East Shirley,8293712280x79605,1,12,16
875,Scott Smith,Individual,New Donnahaven,001-376-965-5711,1,14,16
876,Jeremy Robinson,Ngo,Jamesview,001-097-198-3229x7777,2,9,21
877,Jeffrey Stafford,Shelter,North Nicholasborough,4544602468x7969,3,21,15
878,Cory Johnson,Ngo,Port Robertmouth,944311-5766,2,16,11
879,Bridget Hill,Charity,South Emily,868-465-2331x6437,0,11,17
880,Kristen Foster,Shelter,North Ricardo,7492528592,3,13,10
881,Alan Riley,Ngo,Tylermouth,+1-191-620-2120x274,2,10,19
882,Steven Shaffer,Shelter,Rodneyport,799793-9460,3,10,11
883,Aaron Rios,Ngo,New Jeffreyhaven,543-629-4859x81093,2,16,18
884,Mary Evans,Shelter,North Josephmouth,248-457-5683,3,17,12
885,James Hardin,Individual,East Robert,7160356813x982,1,11,14
886,Amber Cruz,Shelter,Allenborough,+1-077-073-1734x206,3,12,19
887,Jean Woods,Shelter,Fernandezchester,+1-688-546-8304x8077,3,16,20
888,Matthew Davis,Charity,Birdview,1367475533,0,8,10
889,Holly Aguilar,Ngo,West Sara,7995062068,2,9,10
890,Joseph Whitaker,Ngo,Jamesborough,001-059-271-8576,2,12,16
891,Thomas Myers,Shelter,North Haleyhaven,579-856-5722,3,16,12
892,Brian Hardy,Ngo,Lake Williamhaven,062642-7542x67155,2,17,17
893,Carrie Hess,Charity,Jarvisshire,+1-828-067-9673x188,0,11,19
894,Tammy Fletcher,Charity,New Adrian,219-550-2711,0,10,12
895,Ms. Deborah Campos,Individual,West Barry,001-579-948-5058,1,10,16
896,Jennifer Smith,Shelter,Josephton,179-728-0744,3,9,12
897,Shelby Rice,Shelter,New Loriberg,+1-213-470-2112x7474,3,12,20
898,Emily Ramos,Shelter,East Michaelview,033-795-7197x362,3,16,16
899,Rachel Pena,Ngo,Grossport,523668-5935x836,2,9,15
900,Hannah Reynolds,Charity,East Kevinberg,731-040-5330x77836,0,14,18
901,Donald Caldwell,Shelter,Dawsonberg,001-191-071-2217x6177,3,10,21
902,Michelle Riley,Ngo,New Juliaton,001-012-497-9466x8873,2,12,21
903,Cindy Robinson Dds,Shelter,Franklinview,4186239588,3,12,10
904,Amanda Kline,Shelter,East Travis,001-265-376-3204x275,3,11,20
905,Ann Odonnell,Charity,East Michael,926345-7660x29567,0,12,17
906,Christopher Gonzalez,Shelter,Payneland,+1-510-241-2999x765,3,9,19
907,Jamie Jenkins,Ngo,New Melanie,001-676-903-9528x783,2,11,20
908,Abigail Crawford,Ngo,Lake Shawn,010152-8668,2,10,11
909,Matthew Cordova,Ngo,Rubioborough,001-905-589-8944x09730,2,12,22
910,Tina Donaldson,Shelter,Lake Brandibury,736-446-4714,3,15,12
911,Devon Martinez,Individual,Jessicaland,861258-2469x860,1,11,15
912,Katelyn Proctor,Charity,Williamsborough,001-949-271-7461x8101,0,15,21
913,Jeffrey Jones,Ngo,Kennethmouth,2972292136,2,12,10
914,Jeffrey Walker,Individual,Woodardview,0284721603,1,11,10
915,Deborah Garza,Shelter,South Alanville,695-589-2656,3,15,12
916,Lindsey Mathis,Shelter,Ianland,8165585061,3,7,10
917,Michael Townsend,Shelter,East Kevin,0348038502x33851,3,10,16
918,Katrina Cruz,Charity,Jenkinsfurt,709-191-5616x88772,0,11,18
919,Sarah Brown,Shelter,North Christina,001-119-880-7367x9899,3,15,21
920,Gregory Rodriguez,Charity,West Davidview,6716671616,0,14,10
921,Kelly Walls,Individual,Lake Victoriaton,857-517-5280,1,16,12
922,Savannah Holland,Individual,Kelleystad,4876887575,1,10,10
923,Victor Diaz,Shelter,Darinview,5619230470x922,3,9,14
924,Sarah Roberts,Shelter,North Janetland,001-513-459-3188x9757,3,15,21
925,Cassidy Davis,Individual,West Donaldmouth,001-815-359-4471,1,16,16
926,Kimberly Ware,Individual,East Sheriton,001-078-266-0266,1,13,16
927,Mary Escobar,Individual,Gloriaview,663863-6846x9153,1,10,16
928,Barbara Richards,Charity,Carlostown,524-811-9365x51761,0,10,18
929,Donna Terry,Charity,Mathistown,104858-7570,0,10,11
930,Joseph Smith,Shelter,Dunnbury,9099131799,3,8,10
931,Rhonda Lewis,Individual,South Michael,001-068-151-1254x26821,1,13,22
932,Justin Stevens,Charity,South Mary,001-756-051-1371x9827,0,10,21
933,Jodi Lee,Ngo,West Paulfort,3517962649,2,13,10
934,Dr. Wendy Terrell,Charity,Erikashire,566-236-8791,0,10,12
935,John Harris,Ngo,Riverafort,+1-827-545-0294x5697,2,10,20
936,Jacob Horton,Ngo,Port Douglasland,+1-286-744-5283x04031,2,16,21
937,Mark Ward,Ngo,Port Jonathanton,0384311430,2,16,10
938,Matthew Thornton,Ngo,Hayesfort,1084069823,2,9,10
939,Chad Vaughn,Charity,Lake Brandonborough,565199-2977x36531,0,19,17
940,Lynn Lucas,Charity,Elizabethberg,689-129-0146,0,13,12
941,Jessica Boyd,Ngo,South Heather,001-758-410-5626x844,2,13,20
942,Earl Hess,Charity,Rodneyborough,009175-1556,0,13,11
943,Rebecca Lucas,Charity,New Jessicabury,7214463873x3399,0,15,15
944,Sharon Wood,Charity,New Melindashire,5282176863,0,16,10
945,Alex Leon,Individual,Caitlynhaven,667114-0630x55873,1,12,17
946,Taylor Mann,Charity,North Lawrence,001-766-748-2534x468,0,14,20
947,Debra Webster,Charity,East Debramouth,930291-9053x13757,0,15,17
948,Thomas Castaneda,Ngo,West Ashleymouth,1825044729x4296,2,16,15
949,Allison Pennington,Individual,North Lydiaberg,+1-586-713-6798,1,15,15
950,Caitlin Bennett,Ngo,Delacruzborough,351050-3132x9588,2,15,16
951,Brittany Mcclain,Individual,Robertville,811036-2093x7533,1,11,16
952,Sarah Morgan,Charity,Gilbertfurt,+1-630-809-8000,0,11,15
953,Tina Anderson,Charity,Port Jonathanhaven,102-168-5649,0,18,12
954,Mark Russell,Ngo,Nathanstad,381175-3680,2,10,11
955,Christopher Wong,Charity,Jacquelineshire,745135-7397,0,15,11
956,Jacqueline Fernandez,Charity,Kennethside,+1-573-412-8522x8213,0,11,20
957,Angela Hall,Charity,Greenville,2576243615,0,10,10
958,Scott Brown,Individual,Oneillland,001-879-448-7571x7987,1,10,21
959,Samantha Gomez,Charity,Suzanneton,001-955-495-8534x09912,0,10,22
960,Jason Hughes,Shelter,Myerstown,851-627-0395x00955,3,9,18
961,Tyler Gray,Ngo,West Dustinberg,374850-8848,2,15,11
962,Donald Anderson,Shelter,North Stephanieborough,+1-224-951-1888x539,3,22,19
963,Victor Ward,Ngo,Johnhaven,628-048-2026x3385,2,9,17
964,Donald Moore,Individual,Davisfort,001-742-164-8768x9906,1,9,21
965,Ashley Silva,Ngo,Port Thomas,553048-3123x8350,2,11,16
966,Sheila Lang,Ngo,Lake Larryborough,001-585-286-2289,2,17,16
967,Samantha Sherman,Individual,Port Cindyberg,659277-6748x37772,1,14,17
968,Mr. Joseph Herring,Individual,Mariefurt,8390442094,1,9,10
969,Leon Foster,Ngo,Bennettton,198-936-9076,2,10,12
970,Brandon Rice,Shelter,South Benjamin,+1-563-122-2255,3,14,15
971,Teresa Estrada,Individual,Mayburgh,320-778-4104,1,8,12
972,Patricia Joseph,Individual,Lauraport,611-927-6696x43169,1,9,18
973,Brian Johnson,Ngo,Patrickfort,001-751-479-5501x9929,2,11,21
974,Mark Miller,Ngo,North Joshua,0113611154x694,2,12,14
975,Danielle Bullock,Individual,Amandafurt,888253-9476x2056,1,10,16
976,Tammy Patrick,Individual,Clarkton,001-671-552-9014x817,1,8,20
977,Pamela Scott,Charity,South Paul,310-642-0442,0,10,12
978,Adam Evans,Individual,Lake Sonya,484-398-0067x44415,1,10,18
979,Rebecca Wright,Charity,Teresastad,+1-707-387-4410x419,0,10,19
980,Elizabeth Fisher,Shelter,Carrborough,298908-3776x9550,3,11,16
981,Dawn Jennings,Shelter,Port Cody,085-759-6512x5392,3,9,17
982,Thomas Villanueva,Ngo,Gutierrezmouth,001-338-603-9644,2,14,16
983,Joanna Black,Ngo,North Jacobhaven,7819505825,2,16,10
984,Steve Kirby,Charity,Travishaven,8151958711x59256,0,11,16
985,Thomas Sanchez,Ngo,Rodneyfurt,2315921072x512,2,10,14
986,Rita Kane,Shelter,South Jamie,+1-347-306-2056,3,11,15
987,Becky Smith,Shelter,East Renee,7907087489,3,10,10
988,Kristi Rodriguez,Charity,Nielsenberg,3498645409x08379,0,11,16
989,Timothy Bradshaw,Individual,North Laura,451-260-5312,1,11,12
990,Patricia Hardy,Shelter,Thomasport,0766873532x03467,3,10,16
991,Lindsey Wagner,Shelter,Jessicaburgh,401052-7584,3,12,11
992,James Curry,Individual,Port Johnside,223043-8999x392,1,13,15
993,Alexis Hayes,Shelter,Matthewmouth,543-812-0534x6473,3,12,17
994,Angelica Simmons,Ngo,Port Kellifort,902942-8232,2,14,11
995,Brittany Taylor,Individual,Andrewsport,296-568-7106x4981,1,11,17
996,Matthew Curtis,Shelter,Lanechester,127-889-4442x1289,3,11,17
997,Amanda Cain,Ngo,New Steven,+1-001-491-5601x5316,2,10,20
998,Theodore Briggs,Individual,South Sandra,930-609-9442x5031,1,12,17
999,Cheyenne Ramsey,Ngo,Lake Jeffery,001-326-320-4816x15300,2,12,22
1000,April Miller,Shelter,Shelbychester,894-873-2652x23999,3,13,18
